Survived,Pclass,Title,Sex,Age,Fare,Cabin,Embarked
1,2,Miss,female,28,13,Unknown,Southampton
1,3,Mr.,male,22,8.1125,Unknown,Southampton
1,1,Master,male,4,81.8583,A,Southampton
1,2,Miss,female,13,19.5,Unknown,Southampton
1,1,Mr.,male,34,26.55,Unknown,Southampton
1,3,Miss,female,5,19.2583,Unknown,Cherbourg
1,1,Officer,male,52,30.5,C,Southampton
0,2,Mr.,male,36,27.75,Unknown,Southampton
0,3,Mr.,male,40,19.9667,Unknown,Southampton
0,1,Mr.,male,30,27.75,C,Cherbourg
1,1,Mr.,male,49,89.1042,C,Cherbourg
0,3,Mr.,male,34,8.05,Unknown,Southampton
1,3,Mr.,male,29,7.8958,Unknown,Cherbourg
0,1,Mr.,male,65,26.55,E,Southampton
1,1,Mrs.,female,23,51.8625,D,Southampton
1,2,Miss,female,50,10.5,Unknown,Southampton
0,3,Mr.,male,26,7.75,Unknown,Queenstown
1,1,Mr.,male,48,26.55,E,Southampton
0,3,Mr.,male,34,8.05,Unknown,Southampton
0,1,Mr.,male,47,38.5,E,Southampton
0,2,Mr.,male,48,13,Unknown,Southampton
0,3,Mr.,male,25,8.05,Unknown,Southampton
0,3,Mr.,male,38,7.05,Unknown,Southampton
0,2,Mr.,male,17,0,Unknown,Southampton
0,1,Mr.,male,56,26.55,Unknown,Southampton
0,3,Mr.,male,37,7.725,Unknown,Queenstown
1,3,Miss,female,16,19.2583,Unknown,Cherbourg
0,3,Mr.,male,33,7.25,Unknown,Southampton
0,3,Mr.,male,38,8.6625,Unknown,Southampton
1,2,Mrs.,female,33,27.75,Unknown,Southampton
1,2,Mrs.,female,23,13.7917,D,Cherbourg
0,3,Miss,female,22,9.8375,Unknown,Southampton
0,1,Mr.,male,29,52,A,Southampton
0,2,Mr.,male,34,21,Unknown,Southampton
0,3,Mr.,male,29,7.0458,Unknown,Southampton
0,3,Mr.,male,22,7.5208,Unknown,Southampton
1,3,Miss,female,2,12.2875,Unknown,Southampton
0,3,Master,male,9,46.9,Unknown,Southampton
0,2,Mr.,male,28,0,Unknown,Southampton
0,3,Mr.,male,50,8.05,Unknown,Southampton
1,3,Mrs.,female,63,9.5875,Unknown,Southampton
1,1,Mr.,male,25,91.0792,B,Cherbourg
0,3,Miss,female,21,25.4667,Unknown,Southampton
1,1,Mrs.,female,35,90,C,Southampton
0,1,Mr.,male,58,29.7,B,Cherbourg
0,3,Mr.,male,30,8.05,Unknown,Southampton
1,3,Master,male,9,15.9,Unknown,Southampton
0,3,Mr.,male,17,19.9667,Unknown,Southampton
0,3,Mr.,male,21,7.25,Unknown,Southampton
0,1,Mr.,male,55,30.5,C,Southampton
0,1,Mr.,male,71,49.5042,Unknown,Cherbourg
0,3,Mr.,male,21,8.05,Unknown,Southampton
0,3,Mr.,male,26,14.4583,Unknown,Cherbourg
1,1,Miss,female,54,78.2667,D,Cherbourg
0,3,Mr.,male,24,15.1,Unknown,Southampton
0,1,Mrs.,female,25,151.55,C,Southampton
0,3,Mr.,male,24,7.7958,Unknown,Southampton
0,3,Mr.,male,17,8.6625,Unknown,Southampton
0,3,Miss,female,21,7.75,Unknown,Queenstown
0,3,Miss,female,23,7.6292,Unknown,Queenstown
0,3,Miss,female,37,9.5875,Unknown,Southampton
1,1,Miss,female,16,86.5,B,Southampton
0,1,Mr.,male,18,108.9,C,Cherbourg
1,2,Mrs.,female,33,26,Unknown,Southampton
1,1,Mr.,male,38,26.55,Unknown,Southampton
0,3,Mr.,male,28,22.525,Unknown,Southampton
1,3,Mr.,male,26,56.4958,Unknown,Southampton
1,3,Mr.,male,29,7.75,Unknown,Queenstown
0,3,Mr.,male,23,8.05,Unknown,Southampton
1,1,Mr.,male,36,26.2875,E,Southampton
1,1,Mrs.,female,54,59.4,Unknown,Cherbourg
0,3,Mr.,male,24,7.4958,Unknown,Southampton
0,1,Mr.,male,47,34.0208,D,Southampton
1,2,Mrs.,female,34,10.5,F,Southampton
0,3,Mr.,male,27,24.15,Unknown,Queenstown
1,2,Mrs.,female,36,26,Unknown,Southampton
0,3,Mr.,male,32,7.8958,Unknown,Southampton
1,1,Miss,female,30,93.5,B,Southampton
0,3,Mr.,male,22,7.8958,Unknown,Southampton
0,3,Mr.,male,31,7.225,Unknown,Cherbourg
1,1,Mrs.,female,44,57.9792,B,Cherbourg
0,3,Mr.,male,43,7.2292,Unknown,Cherbourg
0,3,Mr.,male,26,7.75,Unknown,Queenstown
1,2,Miss,female,50,10.5,Unknown,Southampton
0,1,Mr.,male,25,221.7792,C,Southampton
0,3,Mr.,male,39,7.925,Unknown,Southampton
0,2,Mr.,male,23,11.5,Unknown,Southampton
1,2,Miss,female,2,26,Unknown,Southampton
0,3,Mr.,male,41,7.2292,Unknown,Cherbourg
0,3,Mr.,male,17,7.2292,Unknown,Cherbourg
1,3,Mrs.,female,30,22.3583,Unknown,Cherbourg
0,3,Miss,female,30,8.6625,Unknown,Southampton
1,2,Miss,female,7,26.25,Unknown,Southampton
0,1,Officer,male,45,26.55,B,Southampton
1,1,Miss,female,30,106.425,Unknown,Cherbourg
0,3,Mr.,male,18,14.5,Unknown,Southampton
1,1,Miss,female,22,49.5,B,Cherbourg
1,1,Miss,female,36,71,B,Southampton
0,3,Miss,female,9,31.275,Unknown,Southampton
0,3,Miss,female,11,31.275,Unknown,Southampton
1,2,Mr.,male,32,26,Unknown,Southampton
0,1,Mr.,male,50,106.425,C,Cherbourg
0,1,Mr.,male,64,26,Unknown,Southampton
1,2,Mrs.,female,19,26,Unknown,Southampton
1,2,Mr.,male,25,13.8625,Unknown,Cherbourg
0,3,Mr.,male,33,20.525,Unknown,Southampton
1,2,Master,male,8,36.75,Unknown,Southampton
1,1,Mr.,male,17,110.8833,C,Cherbourg
0,2,Mr.,male,27,26,Unknown,Southampton
0,3,Mr.,male,29,7.8292,Unknown,Queenstown
1,3,Mr.,male,22,7.225,Unknown,Cherbourg
1,3,Miss,female,22,7.775,Unknown,Southampton
0,1,Mr.,male,62,26.55,Unknown,Southampton
1,1,Royalty,female,48,39.6,A,Cherbourg
0,1,Mr.,male,18,227.525,Unknown,Cherbourg
1,1,Mrs.,female,39,79.65,E,Southampton
1,3,Mrs.,female,36,17.4,Unknown,Southampton
0,3,Mr.,male,32,7.75,Unknown,Queenstown
0,3,Mr.,male,40,7.8958,Unknown,Southampton
0,2,Mr.,male,28,13.5,Unknown,Southampton
0,3,Mr.,male,40,8.05,Unknown,Southampton
0,3,Miss,female,18,8.05,Unknown,Southampton
0,3,Mr.,male,24,24.15,Unknown,Southampton
0,3,Mr.,male,19,7.8958,Unknown,Southampton
0,3,Mrs.,female,29,21.075,Unknown,Southampton
0,3,Mr.,male,24,7.2292,Unknown,Cherbourg
1,3,Mr.,male,32,7.8542,Unknown,Southampton
1,2,Mr.,male,62,10.5,Unknown,Southampton
1,1,Mrs.,female,53,51.4792,C,Southampton
1,1,Mr.,male,36,26.3875,E,Southampton
1,3,Miss,female,29,7.75,Unknown,Queenstown
0,3,Mr.,male,16,8.05,Unknown,Southampton
0,3,Mr.,male,19,14.5,Unknown,Southampton
1,2,Miss,female,34,13,Unknown,Southampton
1,1,Mrs.,female,39,55.9,E,Southampton
0,3,Mrs.,female,20,14.4583,Unknown,Cherbourg
1,3,Mr.,male,32,7.925,Unknown,Southampton
1,2,Miss,female,25,30,Unknown,Southampton
1,1,Mrs.,female,39,110.8833,C,Cherbourg
0,2,Mr.,male,54,26,Unknown,Southampton
0,1,Mr.,male,36,40.125,A,Cherbourg
0,3,Mr.,male,35,8.7125,Unknown,Cherbourg
1,1,Miss,female,18,79.65,E,Southampton
0,2,Mr.,male,47,15,Unknown,Southampton
1,1,Mr.,male,60,79.2,B,Cherbourg
0,3,Mr.,male,22,8.05,Unknown,Southampton
0,3,Mr.,male,40,8.05,Unknown,Southampton
0,3,Mr.,male,35,7.125,Unknown,Southampton
1,1,Mrs.,female,52,78.2667,D,Cherbourg
0,3,Mr.,male,47,7.25,Unknown,Southampton
0,3,Miss,female,19,7.75,Unknown,Queenstown
0,2,Mr.,male,37,26,Unknown,Southampton
0,3,Mr.,male,36,24.15,Unknown,Southampton
1,2,Miss,female,43,33,Unknown,Southampton
0,3,Mr.,male,49,0,Unknown,Southampton
0,3,Mr.,male,25,7.225,Unknown,Cherbourg
1,1,Royalty,male,49,56.9292,A,Cherbourg
1,2,Mrs.,female,24,27,Unknown,Southampton
0,3,Mr.,male,43,7.8958,Unknown,Southampton
0,1,Mr.,male,23,42.4,Unknown,Southampton
0,3,Mr.,male,44,8.05,Unknown,Southampton
1,1,Mr.,male,35,26.55,Unknown,Cherbourg
0,3,Mr.,male,36,15.55,Unknown,Southampton
0,3,Mr.,male,30,7.8958,Unknown,Southampton
1,1,Mr.,male,27,30.5,Unknown,Southampton
1,2,Mrs.,female,22,41.5792,Unknown,Cherbourg
1,1,Miss,female,40,153.4625,C,Southampton
0,3,Mrs.,female,39,31.275,Unknown,Southampton
0,3,Mr.,male,35,7.05,Unknown,Southampton
1,3,Miss,female,36,15.5,Unknown,Queenstown
0,3,Mr.,male,39,7.75,Unknown,Queenstown
0,3,Mr.,male,35,8.05,Unknown,Southampton
1,2,Miss,female,24,65,Unknown,Southampton
0,3,Mr.,male,34,14.4,Unknown,Southampton
0,3,Mrs.,female,26,16.1,Unknown,Southampton
1,2,Miss,female,4,39,F,Southampton
0,2,Mr.,male,26,10.5,Unknown,Southampton
0,3,Mr.,male,27,14.4542,Unknown,Cherbourg
1,1,Mr.,male,42,52.5542,D,Southampton
1,3,Mr.,male,20,15.7417,Unknown,Cherbourg
0,3,Mr.,male,21,7.8542,Unknown,Southampton
0,3,Mr.,male,21,16.1,Unknown,Southampton
0,1,Mr.,male,61,32.3208,D,Southampton
0,2,Reverend,male,57,12.35,Unknown,Queenstown
1,1,Miss,female,21,77.9583,D,Southampton
0,3,Mr.,male,26,7.8958,Unknown,Southampton
0,3,Mr.,male,35,7.7333,Unknown,Queenstown
1,1,Mr.,male,80,30,A,Southampton
0,3,Mr.,male,51,7.0542,Unknown,Southampton
1,1,Doctor,male,32,30.5,B,Cherbourg
0,1,Mr.,male,34,0,Unknown,Southampton
0,3,Miss,female,9,27.9,Unknown,Southampton
1,2,Miss,female,28,13,Unknown,Southampton
0,3,Mr.,male,32,7.925,Unknown,Southampton
0,2,Mr.,male,31,26.25,Unknown,Southampton
0,3,Mrs.,female,41,39.6875,Unknown,Southampton
0,3,Mr.,male,36,16.1,Unknown,Southampton
0,3,Mr.,male,20,7.8542,Unknown,Southampton
1,1,Miss,female,24,69.3,B,Cherbourg
0,3,Miss,female,2,27.9,Unknown,Southampton
1,3,Mr.,male,41,56.4958,Unknown,Southampton
1,3,Miss,female,18,19.2583,Unknown,Cherbourg
1,1,Mr.,male,48,76.7292,D,Cherbourg
0,3,Mr.,male,19,7.8958,Unknown,Southampton
1,1,Officer,male,56,35.5,A,Cherbourg
0,3,Mr.,male,38,7.55,Unknown,Southampton
1,3,Miss,female,23,7.55,Unknown,Southampton
0,3,Mr.,male,37,7.8958,Unknown,Southampton
1,2,Miss,female,18,23,Unknown,Southampton
0,3,Mr.,male,21,8.4333,Unknown,Southampton
1,3,Miss,female,25,7.8292,Unknown,Queenstown
0,3,Miss,female,18,6.75,Unknown,Queenstown
0,2,Mr.,male,24,73.5,Unknown,Southampton
0,3,Mr.,male,18,7.8958,Unknown,Southampton
0,3,Mrs.,female,32,15.5,Unknown,Queenstown
0,2,Mr.,male,23,13,Unknown,Southampton
0,1,Mr.,male,58,113.275,D,Cherbourg
1,1,Doctor,male,50,133.65,Unknown,Southampton
0,3,Mr.,male,40,7.225,Unknown,Cherbourg
0,1,Mr.,male,47,25.5875,E,Southampton
0,3,Mr.,male,36,7.4958,Unknown,Southampton
1,3,Mr.,male,20,7.925,Unknown,Southampton
0,2,Mr.,male,32,73.5,Unknown,Southampton
0,2,Mr.,male,25,13,Unknown,Southampton
0,3,Mr.,male,37,7.775,Unknown,Southampton
0,3,Mr.,male,43,8.05,Unknown,Southampton
1,1,Mrs.,female,22,52,C,Southampton
1,2,Mrs.,female,40,39,Unknown,Southampton
0,1,Mr.,male,31,52,B,Southampton
0,2,Mr.,male,70,10.5,Unknown,Southampton
1,2,Mr.,male,31,13,Unknown,Southampton
0,2,Mr.,male,36,0,Unknown,Southampton
0,3,Mr.,male,18,7.775,Unknown,Southampton
0,3,Mr.,male,32,8.05,Unknown,Southampton
1,3,Miss,female,18,9.8417,Unknown,Southampton
0,3,Mrs.,female,43,46.9,Unknown,Southampton
1,1,Mr.,male,36,512.3292,B,Cherbourg
0,3,Miss,female,41,8.1375,Unknown,Queenstown
1,1,Mr.,male,27,76.7292,D,Cherbourg
0,3,Mr.,male,20,9.225,Unknown,Southampton
0,3,Mr.,male,14,46.9,Unknown,Southampton
0,2,Mr.,male,60,39,Unknown,Southampton
0,2,Mr.,male,25,41.5792,Unknown,Cherbourg
0,3,Mr.,male,14,39.6875,Unknown,Southampton
0,3,Mr.,male,19,10.1708,Unknown,Southampton
0,3,Mr.,male,18,7.7958,Unknown,Southampton
1,1,Miss,female,15,211.3375,B,Southampton
1,1,Mr.,male,31,57,B,Southampton
1,3,Miss,female,4,13.4167,Unknown,Cherbourg
1,3,Mr.,male,42,56.4958,Unknown,Southampton
0,3,Mr.,male,25,7.225,Unknown,Cherbourg
0,1,Officer,male,60,26.55,Unknown,Southampton
0,2,Mr.,male,52,13.5,Unknown,Southampton
0,3,Mr.,male,44,8.05,Unknown,Southampton
1,3,Miss,female,37,7.7333,Unknown,Queenstown
0,1,Mr.,male,49,110.8833,C,Cherbourg
0,3,Mr.,male,42,7.65,F,Southampton
1,1,Mrs.,female,18,227.525,C,Cherbourg
1,1,Mr.,male,35,26.2875,E,Southampton
0,3,Miss,female,18,14.4542,Unknown,Cherbourg
0,3,Mr.,male,25,7.7417,Unknown,Queenstown
0,3,Mr.,male,26,7.8542,Unknown,Southampton
0,2,Mr.,male,39,26,Unknown,Southampton
1,2,Mrs.,female,45,13.5,Unknown,Southampton
1,1,Mr.,male,42,26.2875,E,Southampton
1,1,Miss,female,22,151.55,Unknown,Southampton
1,3,Master,male,17,15.2458,Unknown,Cherbourg
1,1,Miss,female,24,49.5042,C,Cherbourg
0,1,Mr.,male,34,26.55,C,Southampton
1,1,Mr.,male,48,52,C,Southampton
0,3,Mr.,male,29,9.4833,Unknown,Southampton
0,2,Mr.,male,52,13,Unknown,Southampton
0,3,Mr.,male,19,7.65,F,Southampton
1,1,Miss,female,38,227.525,C,Cherbourg
1,2,Miss,female,27,10.5,E,Southampton
0,3,Mr.,male,29,15.5,Unknown,Queenstown
0,3,Mr.,male,33,7.775,Unknown,Southampton
1,2,Miss,female,6,33,Unknown,Southampton
0,3,Mr.,male,17,7.0542,Unknown,Southampton
0,2,Mr.,male,34,13,Unknown,Southampton
0,2,Mr.,male,50,13,Unknown,Southampton
1,1,Mr.,male,27,53.1,E,Southampton
0,3,Mr.,male,20,8.6625,Unknown,Southampton
1,2,Mrs.,female,30,21,Unknown,Southampton
1,3,Miss,female,37,7.7375,Unknown,Queenstown
0,2,Mr.,male,25,26,Unknown,Southampton
0,3,Miss,female,25,7.925,Unknown,Southampton
1,1,Miss,female,29,211.3375,B,Southampton
0,3,Mr.,male,11,18.7875,Unknown,Cherbourg
0,2,Mr.,male,19,0,Unknown,Southampton
0,2,Mr.,male,23,13,Unknown,Southampton
0,2,Mr.,male,23,13,Unknown,Southampton
0,3,Mr.,male,27,16.1,Unknown,Southampton
0,3,Mrs.,female,48,34.375,Unknown,Southampton
1,1,Mr.,male,35,512.3292,B,Cherbourg
0,3,Mr.,male,42,7.8958,Unknown,Southampton
0,3,Mr.,male,32,7.8958,Unknown,Southampton
1,1,Mr.,male,41,30,D,Southampton
0,1,Mr.,male,36,78.85,C,Southampton
1,1,Miss,female,21,262.375,B,Cherbourg
0,3,Mr.,male,24,16.1,Unknown,Southampton
1,3,Mr.,male,31,7.925,Unknown,Southampton
0,1,Officer,male,70,71,B,Southampton
0,3,Mr.,male,16,20.25,Unknown,Southampton
1,2,Miss,female,30,13,Unknown,Southampton
0,1,Mr.,male,19,53.1,D,Southampton
0,3,Mr.,male,31,7.75,Unknown,Queenstown
1,2,Miss,female,4,23,Unknown,Southampton
1,3,Master,male,6,12.475,E,Southampton
0,3,Mr.,male,33,9.5,Unknown,Southampton
0,3,Mr.,male,23,7.8958,Unknown,Southampton
1,2,Mrs.,female,48,65,Unknown,Southampton
1,2,Master,male,34,14.5,Unknown,Southampton
0,3,Mr.,male,28,7.7958,Unknown,Southampton
0,2,Mr.,male,18,11.5,Unknown,Southampton
0,3,Mr.,male,34,8.05,Unknown,Southampton
1,1,Royalty,female,33,86.5,B,Southampton
0,3,Mr.,male,23,14.5,Unknown,Southampton
0,3,Mr.,male,41,7.125,Unknown,Southampton
1,3,Mr.,male,20,7.2292,Unknown,Cherbourg
1,1,Mrs.,female,36,120,B,Southampton
0,3,Mr.,male,16,7.775,Unknown,Southampton
1,1,Mrs.,female,51,77.9583,D,Southampton
0,1,Doctor,male,41,39.6,Unknown,Cherbourg
0,3,Miss,female,16,7.75,Unknown,Queenstown
0,3,Mr.,male,36,24.15,Unknown,Queenstown
0,3,Mr.,male,32,8.3625,Unknown,Southampton
0,3,Mr.,male,24,9.5,Unknown,Southampton
0,3,Mr.,male,48,7.8542,Unknown,Southampton
0,2,Mrs.,female,57,10.5,E,Southampton
0,3,Mr.,male,21,7.225,Unknown,Cherbourg
1,2,Mrs.,female,54,23,Unknown,Southampton
0,3,Mr.,male,18,7.75,Unknown,Southampton
0,3,Mr.,male,25,7.75,F,Queenstown
1,3,Miss,female,5,12.475,Unknown,Southampton
0,3,Mr.,male,41,7.7375,Unknown,Queenstown
1,1,Mrs.,female,43,211.3375,B,Southampton
1,3,Miss,female,13,7.2292,Unknown,Cherbourg
1,1,Mrs.,female,17,57,B,Southampton
0,1,Mr.,male,29,30,D,Southampton
0,3,Mr.,male,29,23.45,Unknown,Southampton
0,3,Mr.,male,25,7.05,Unknown,Southampton
0,3,Mr.,male,25,7.25,Unknown,Southampton
1,3,Miss,female,18,7.4958,Unknown,Southampton
0,3,Master,male,8,29.125,Unknown,Queenstown
1,3,Master,male,1,20.575,Unknown,Southampton
0,1,Mr.,male,46,79.2,B,Cherbourg
0,3,Mr.,male,29,7.75,Unknown,Queenstown
0,2,Mr.,male,16,26,Unknown,Southampton
0,3,Miss,female,36,69.55,Unknown,Southampton
0,1,Mr.,male,41,30.6958,Unknown,Cherbourg
0,3,Mr.,male,25,7.8958,Unknown,Southampton
0,2,Mr.,male,39,13,Unknown,Southampton
1,1,Doctor,female,49,25.9292,D,Southampton
1,3,Mrs.,female,31,8.6833,Unknown,Southampton
0,3,Mr.,male,30,7.2292,Unknown,Cherbourg
0,3,Mrs.,female,30,24.15,Unknown,Southampton
0,2,Mr.,male,34,13,Unknown,Southampton
1,2,Mrs.,female,31,26.25,Unknown,Southampton
1,1,Master,male,11,120,B,Southampton
1,3,Master,male,32,8.5167,Unknown,Cherbourg
1,3,Mr.,male,27,6.975,Unknown,Southampton
0,3,Mr.,male,31,7.775,Unknown,Southampton
0,1,Mr.,male,39,0,A,Southampton
0,3,Miss,female,18,7.775,Unknown,Southampton
0,2,Mr.,male,39,13,Unknown,Southampton
1,1,Mrs.,female,33,53.1,E,Southampton
0,3,Mr.,male,26,7.8875,Unknown,Southampton
0,3,Mr.,male,39,24.15,Unknown,Southampton
0,2,Mr.,male,35,10.5,Unknown,Southampton
0,3,Miss,female,6,31.275,Unknown,Southampton
0,3,Mr.,male,23,8.05,Unknown,Southampton
0,1,Mr.,male,41,0,B,Southampton
0,3,Miss,female,23,7.925,Unknown,Southampton
0,2,Mr.,male,31,37.0042,Unknown,Cherbourg
0,3,Mr.,male,43,6.45,Unknown,Southampton
0,3,Master,male,10,27.9,Unknown,Southampton
1,1,Mrs.,female,52,93.5,B,Southampton
1,3,Mr.,male,27,8.6625,Unknown,Southampton
0,1,Royalty,male,38,0,Unknown,Southampton
1,3,Mrs.,female,27,12.475,E,Southampton
0,3,Master,male,2,39.6875,Unknown,Southampton
0,3,Mr.,male,18,6.95,Unknown,Queenstown
0,3,Mr.,male,20,56.4958,Unknown,Southampton
1,2,Master,male,1,37.0042,Unknown,Cherbourg
1,3,Mr.,male,22,7.75,Unknown,Queenstown
1,1,Mrs.,female,62,80,B,Southampton
1,3,Mrs.,female,15,14.4542,Unknown,Cherbourg
1,2,Master,male,27,18.75,Unknown,Southampton
0,3,Mr.,male,24,7.2292,Unknown,Cherbourg
0,3,Mr.,male,23,7.8542,Unknown,Southampton
0,3,Mr.,male,18,8.3,Unknown,Southampton
1,1,Miss,female,39,83.1583,E,Cherbourg
0,3,Mr.,male,21,8.6625,Unknown,Southampton
0,3,Mr.,male,29,8.05,Unknown,Southampton
1,3,Mr.,male,32,56.4958,Unknown,Southampton
1,1,Mr.,male,27,29.7,C,Cherbourg
0,3,Mr.,male,20,7.925,Unknown,Southampton
0,2,Mr.,male,16,10.5,Unknown,Southampton
1,1,Miss,female,30,31,Unknown,Cherbourg
0,3,Mr.,male,27,6.4375,Unknown,Cherbourg
0,3,Mr.,male,17,8.6625,Unknown,Southampton
0,3,Mr.,male,42,7.55,Unknown,Southampton
0,3,Mr.,male,24,69.55,Unknown,Southampton
0,3,Mr.,male,35,7.8958,Unknown,Cherbourg
0,2,Reverend,male,28,33,Unknown,Southampton
1,1,Mrs.,female,33,89.1042,C,Cherbourg
0,3,Master,male,4,31.275,Unknown,Southampton
0,3,Mr.,male,74,7.775,Unknown,Southampton
0,3,Miss,female,9,15.2458,Unknown,Cherbourg
1,1,Miss,female,16,39.4,D,Southampton
0,2,Mrs.,female,44,26,Unknown,Southampton
1,3,Mrs.,female,18,9.35,Unknown,Southampton
1,1,Mrs.,female,45,164.8667,Unknown,Southampton
1,1,Mr.,male,51,26.55,E,Southampton
1,3,Mrs.,female,24,19.2583,Unknown,Cherbourg
0,3,Mr.,male,39,7.2292,Unknown,Cherbourg
0,3,Mr.,male,41,14.1083,Unknown,Southampton
0,2,Mr.,male,21,11.5,Unknown,Southampton
1,1,Mrs.,female,48,25.9292,D,Southampton
0,3,Miss,female,18,69.55,Unknown,Southampton
0,2,Mr.,male,24,13,Unknown,Southampton
1,2,Mrs.,female,42,13,Unknown,Southampton
1,2,Miss,female,27,13.8583,Unknown,Cherbourg
0,1,Mr.,male,31,50.4958,A,Southampton
0,3,Mr.,male,25,9.5,Unknown,Southampton
1,3,Master,male,4,11.1333,Unknown,Southampton
0,3,Mr.,male,26,7.8958,Unknown,Southampton
1,1,Mrs.,female,47,52.5542,D,Southampton
0,1,Mr.,male,33,5,B,Southampton
0,3,Mr.,male,47,9,Unknown,Southampton
1,2,Mrs.,female,28,24,Unknown,Cherbourg
1,3,Miss,female,15,7.225,Unknown,Cherbourg
0,3,Mr.,male,20,9.8458,Unknown,Southampton
0,3,Mr.,male,19,7.8958,Unknown,Southampton
0,3,Mr.,male,20,7.8958,Unknown,Southampton
1,1,Mrs.,female,56,83.1583,C,Cherbourg
1,2,Mrs.,female,25,26,Unknown,Southampton
0,3,Mr.,male,33,7.8958,Unknown,Southampton
0,3,Miss,female,22,10.5167,Unknown,Southampton
0,2,Mr.,male,28,10.5,Unknown,Southampton
0,3,Mr.,male,25,7.05,Unknown,Southampton
0,3,Mrs.,female,39,29.125,Unknown,Queenstown
0,2,Reverend,male,27,13,Unknown,Southampton
1,1,Miss,female,19,30,B,Southampton
0,3,Miss,female,23,23.45,Unknown,Southampton
1,1,Mr.,male,26,30,C,Cherbourg
0,3,Mr.,male,32,7.75,Unknown,Queenstown
